中文,英文
阿拉果点,Arago point
云微物理学,cloud microphysics
日晕,solar halo
极光带,auroral band
示踪扩散实验,tracer diffusion experiment
磁暴,magnetic storm
先导[流光],leader [streamer]
对流,convection
云地[间]放电,cloud-to-ground discharge
自由对流,free convection
平流层气溶胶,stratospheric aerosol
聚积模,accumulation mode
云滴,cloud droplet
海盐核,sea salt nucleus
燃烧核,combustion nucleus
蒸发,evaporation
成雪阶段,snow stage
冻结核,freezing nucleus
防雹,hail suppression
雷达气候学,radar climatology
接收机[噪声]温度,receiver [noise] temperature
闪电回波,lightning echo
回波特征,echo character
偏振度,degree of polarization
降水衰减,precipitation attenuation
距离衰减,range attenuation
最大不模糊距离,maximum unambiguous range
灰[色标]度,gray scale
孤立单体,isolated cell
卫星探测,satellite sounding
像素,pixel
云[层]分析图,nephanalysis
热带云团,tropical cloud cluster
吸收截面,absorption cross-section
曙暮光,twilight
漫反射,diffuse reflection
入射辐射,incoming radiation
细胞对流,cellular convection
单色辐射,monochromatic radiation
有效辐射,effective radiation
地表辐射收支,surface radiation budget
太阳黑子周期,sunspot cycle
蜃景,mirage
大气电学,atmospheric electricity
海气交换,air-sea exchange
极光卵,auroral oval
平流性雷暴,advective thunderstorm
干沉降,dry deposition
气溶胶粒子谱,aerosol particle size distribution
云含水量,water content of cloud
雷达风暴探测,radar storm detection
过冷云滴,supercooled cloud droplet
双峰谱,bimodal spectrum
碘化银[云]催化,silver iodide seeding
雷达等效反射率因子,radar equivalent reflectivity factor
有效地球半径,effective earth radius
弱回波穹窿,weak echo vault
晴空回波,clear air echo
涡旋状回波,whirling echo
二次回波,second trip echo
超折射,superrefraction
异常回波,angel echo
方位角分辨率,azimuth resolution
雷达回波相关跟踪法,tracking radar echoes by correlation
云团,cloud cluster
卫星云图,satellite cloud picture
空间天气,space weather
卫星气象学,satellite meteorology
图像分辨率,image resolution
云图动画,cloud image animation
全景圆盘云图,full-disc cloud picture
季风云团,monsoon cloud cluster
飑[线]云,squall cloud
云覆盖区,cloud coverage
行星温度,planetary temperature
[大气]吸收率,[atmospheric] absorptivity
吸收[谱]线,absorption line
大气浑浊度,atmospheric turbidity
湿度反演,humidity retrieval
涡旋云系,vortex cloud system
掩星法,occultation method
卫星云迹风,satellite derived wind
水汽反演,water vapor retrieval
全辐射,total radiation
辐射率,radiance
弱线近似,weak-line approximation
反射率,reflectivity
等效反射[率]因子,equivalent reflectivity factor
多普勒[谱线]增宽,Doppler broadening
近地层,surface layer
粗糙度长度,roughness length
胶体系统,colloidal system
云滴谱仪,cloud droplet collector
凝结核,condensation nucleus
气象雷达方程,meteorological radar equation
多单体回波,multiple-cell echo
有效太阳辐射,available solar radiation
亮度温度,brightness temperature
日照亮斑,sun glint
太阳风,solar wind
反日,anthelion
双程衰减,two-way attenuation
光亮度,luminance
气溶胶,aerosol
非相干回波,incoherent echo
体积平均,volume average
量化信号,quantized signal
降水物理学,precipitation physics
霓,secondary rainbow
柱模式,column model
宝光[环],glory
对流边界层,convective boundary layer
下曳气流,downdraught
声学探测,acoustic sounding
地云闪电,ground-to-cloud discharge
云放电,cloud discharge
雹瓣,hail lobe
雹粒,hail pellet
人工成核作用,artificial nucleation
气辉,airglow
碰并,coagulation
多级采样器,cascade impactor
升华,sublimation
云催化剂,seeding agent
夜天光,night-sky light
可见光云图,visible cloud picture
封闭型细胞状云,close [cloud] cells
细胞状云,cellular pattern
晕,halo
云的人工影响,cloud modification
距离库,range bin
浑浊因子,turbidity factor
46度晕,46℃ halo
距离平均,range averaging
相干视频信号,coherent-video signal
单程衰减,one-way attenuation
热粗糙度,thermal roughness
转动谱带,rotation band
地球辐射,terrestrial radiation
飞灰,fly ash
电离图,ionogram
紫外辐射后向散射法,backscatter ultraviolet technique
绝对黑体,absolute black body
散射辐射,scattered radiation
直接日射测量学,pyrheliometry
方位平均,azimuth averaging
大气声学,atmospheric acoustics
强迫对流,forced convection
雨滴谱仪,disdrometer
冰核,ice nucleus
布朗运动,Brownian motion
干冰,dry ice
人工降水,artificial precipitation
盐粉播撒,salt-seeding
散射系数,scattering coefficient
声闪烁,acoustical scintillation
月华,lunar corona
大气物理[学],atmospheric physics
晴天电场,fair-weather electric field
天空辐射,sky radiation
地物回波,ground echo
湿沉降,wet deposition
辐射强度,radiant intensity
锥形冰雹,conical hail
向外长波辐射,outgoing long-wave radiation
太阳耀斑,solar flare
地气系统反照率,albedo of the earth-atmosphere system
向下[全]辐射,downward [total] radiation
反射太阳辐射,reflected solar radiation
地球辐射带,earth radiation belt
等效晴空辐射率,equivalent clear column radiance
范艾伦辐射带,Van Allen radiation belt
带模式,band model
辐照量,radiant exposure
辐照度,irradiance
反射辐射,reflected radiation
费马原理,Fermat's principle
大气消光,atmospheric extinction
无散射大气,non-scattering atmosphere
大气窗,atmospheric window
后向散射,backscattering
月晕,lunar halo
吸收谱,absorption spectrum
碰撞[谱线]增宽,collision broadening
大气光学质量,atmospheric optical mass
[大气]透明度,[atmospheric] transparency
上现蜃景,superior mirage
22度晕,22℃ halo
虹,rainbow
空-地传导电流,air-earth conduction current
边缘波,edge wave
整体边界层,bulk boundary layer
行星际磁场,interplanetary magnetic field
云滴采样器,cloud-particle sampler
火山灰,volcanic dust
聚合,aggregation
碰撞系数,collision efficiency
潜在蒸发,potential evaporation
人工影响天气,weather modification
雷达回波,radar echo
雷达气象学,radar meteorology
分贝反射率因子,decibel reflectivity factor
波导,duct
超折射回波,superrefraction echo
云顶高度,cloud top height
单体回波,cell echo
对流层折射,tropospheric refraction
波束充塞系数,beam filling coefficient
实时显示,real-time display
空间气象学,space meteorology
归一化回波强度,normalized echo intensity
云模式,cloud model
陆地卫星,Land Satellite
多波段图像,multi-spectral image
数字化云图,digitized cloud map
红外云图,infrared cloud picture
临边扫描法,limb scanning method
云运动矢量,cloud motion vector
带状云系,banded cloud system
一次散射,primary scattering
远幻月,parantiselene
弱单体,weak cell
凝固,solidification
滴谱,drop spectrum
瑞利散射,Rayleigh scattering
远幻日,paranthelion
华,corona
捕获系数,collection efficiency
拼图,picture mosaic
增强云图,enhanced cloud picture
发射率,emissivity
基尔霍夫定律,Kirchoff's law
衍射,diffraction
大气偏振,atmospheric polarization
撞冻[增长],accretion
消云,cloud dissipation
雹核,hail embryo
核化,nucleation
凝结过程,condensation process
雾滴,fog-drop
水滴破碎理论,breaking drop theory
冰针,ice needle
凝华,deposition
吸湿性核,hygroscopic nucleus
临界点,critical point
冻结,freezing
播云,cloud seeding
开口型细胞状云,open [cloud] cells
北极光,aurora borealis
箔丝播撒,chaff seeding
高空大气学,aeronomy
边界层气象学,boundary layer meteorology
地面边界层,surface boundary layer
云衰减,cloud attenuation
环天顶弧,circumzenithal arc
尖端放电,point discharge
人工雷电抑制,lightning suppression
衰减截面,attenuation cross-section
冰雹生成区,hail generation zone
空中悬浮微粒,airborne particulate
干增长,dry growth
雨滴谱,raindrop size distribution
冰晶,ice crystal
并合系数,coalescence efficiency
黑冰,black ice
蓝冰,blue ice
枝状冰晶,dendritic crystal
云室,cloud chamber
干冻,dry freeze
消雾,fog dissipation
动力播云,dynamic cloud seeding
凝华核,deposition nucleus
雷达气象观测,radar meteorological observation
X带,X-band
回波墙,echo wall
对流回波,convective echo
回波复合体,echo complex
回波分析,echo analysis
回波畸变,echo distortion
退偏振比,depolarization ratio
对消比,cancellation ratio
雷达算法,radar algorithm
分区云图,sectorized cloud picture
回波综合图,echo synthetic chart
空基子系统,space-based subsystem
云反馈,cloud feedback
假彩色云图,false-color cloud picture
伪彩色云图,pseudo-color cloud picture
微波图像,microwave image
急流云系,jet stream cloud system
线性反演,linear inversion
黑体,blackbody
总辐射,global radiation
光学厚度,optical depth
辐射图,radiation chart
大气光学厚度,atmospheric optical thickness
幻日环,parhelic circle
假日,parhelion
下现蜃景,sinking mirage
假月,paraselene
南极光,aurora australis
极光冕,auroral corona
漫射辐射,diffuse radiation
下垫面反照率,albedo of underlying surface
大气逆辐射,atmospheric counter radiation
随机爱尔沙色带模式,random Elsasser band model
反照率,albedo
辐照,irradiation
直接辐射,direct radiation
前向散射,forward scattering
云滴谱,cloud droplet-size distribution
降水回波,precipitation echo
螺旋雨带回波,spiral rain-band echo
云反照率,cloud albedo
高空气象学,aerology
霞,twilight colors
无线电气象学,radio meteorology
回转效应,Umkehr effect
海气界面,air-sea interface
极光,aurora
距离采样数,number of range samples
距离分辨率,range resolution
雨量测定学,pluviometry
大气电导率,atmospheric electric conductivity
上曳气流,updraught
对流模式,convection model
辉光放电,glow discharge
云内放电,intracloud discharge
电离层突扰,ionospheric sudden disturbance
对流单体,convection cell
平流霜,advection frost
电离层行扰,travelling ionospheric disturbance
贝纳胞,Benard cell
艾特肯核,Aitken nucleus
衰减系数,attenuation coefficient
天空亮度,sky brightness
大气电场,atmospheric electric field
艾特肯计尘器,Aitken dust counter
碰撞,collision
防霜,frost prevention
Z-R关系,Z-R relation
盐核,salt nucleus
吸收比,absorptance
大气吸收,atmospheric absorption
二氧化碳带,carbon dioxide band
消光系数,extinction coefficient
散射截面,scattering cross-section
吸收[光谱]带,absorption band
多次散射,multiple scattering
大气折射,atmospheric refraction
体散射函数,volume scattering function
大气光学现象,atmospheric optical phenomena
后向散射截面,backscattering cross-section
附属虹,supernumerary rainbow
海洋性气溶胶,maritime aerosol
胶体不稳定性,colloidal instability
云结构,cloud structure
冰水混合云,ice-water mixed cloud
滴谱参数,drop-size distribution parameter
凝结,condensation
自由度,degree of freedom
大气波导,atmospheric duct
雷达标定,radar calibration
钩状回波,hook echo
云回波,cloud echo
负折射,negative refraction
龙卷回波,tornado echo
回波厚度,echo depth
雨幡回波,elevated echo
等回波线,iso-echo contour
角分辨率,angular resolution
图形识别技术,pattern recognition technique
多普勒速度,Doppler velocity
距离模糊,range ambiguity
速度模糊,velocity ambiguity
雷达测风,radar wind sounding
不模糊速度,unambiguous velocity
图像处理,image processing
畸变校正,distortion correction
云系,cloud system
临边变暗,limb darkening
盾状云,shield cloud
逗点云系,comma cloud system
临边反演,limb retrieval
太阳活动周期,solar cycle
传导,conduction
红外辐射,infrared radiation
辐射通量,radiant flux
向上[全]辐射,upward [total] radiation
双向反射[比]因子,bidirectional reflectance factor
灰吸收体,grey absorber
