中文,英文
瞬时出生率,instantaneous birth rate
死亡率,mortality
稳定年龄分布,stable age distribution
同生群,cohort
生殖价,reproductive value
分布型,distribution pattern
负载力,carrying capacity
群居相,gregaria phase
自我调节学派,self-regulation school
种群波动,population fluctuation
雄性不育释放技术,sterile-male release technique
不规则波动,irregular fluctuation
捕食者饱和效应,predator satiation
典型寄主,typical host
捕食,predation
同种相残,cannibalism
土壤种子库,soil seed bank
栖息地岛屿,habitat island
资源利用曲线,resource utilization curve
永久土壤种子库,permanent soil seed bank
种子库,seed bank
地表种子库,surface seed bank
种群密度,population density
克隆植物,clone plant
构件生物,modular organism
基株,genet
分株种群,ramet population
嗜捕性,trap addictedness
绝对密度,absolute density
集合种群,metapopulation
种群,population
最大出生率,maximum natality
粪堆计数,pellet count
世代平均长度,mean length of a generation
尸养寄生物,necrotrophic parasite
环志,banding
多维生态位,multidimensional niche
温度生态位,temperature niche
过捕,overharvesting
个体空间,individual space
活捕器,live-trap
出生率,natality
种群周转率,population turnover rate
存活曲线,survivorship curve
特定年龄出生率,age-specific natality
关键因子分析,key factor analysis
种群稳定性,population stability
灾变性因子,catastrophic factor
调节,regulation
密度制约因子,density-dependent factor
偏利共生,commensalism
种间关系,interspecific relationship
种内竞争,intraspecific competition
干扰竞争,interference competition
资源谱,resource spectrum
广食者,polyphage
剩余空间,residual space
超补偿,overcompensate
反应时滞,reaction time lag
种群崩溃,population crash
寄生,parasitism
似然竞争,apparent competition
偏害共生,amensalism
单食者,monophage
瞬时死亡率,instantaneous mortality
捕食风险,predation risk
生态位重叠,niche overlap
种群动态,population dynamics
分株,ramet
克隆生长,clonal growth
种群间相互作用,population interaction
竞争释放,competitive release
竞争排除原理,principle of competitive exclusion
特化,specialization
潜在生态位,potential niche
相互作用的放牧系统,interactive grazing system
局域斑块,local patch
边缘种群,peripheral population
多度指数,index of abundance
总数量调查,total count
取样方法,sampling method
样方法,use of quadrat
生物遥测,biotelemetry
存活率,survival rate
具时滞的种群连续增长模型,population continuous growth model with time lag
种群的季节消长,seasonal change in number
平衡多态现象,balanced polymorphism
逆密度制约性死亡率,inverse density-dependant mortality
密度制约,density dependence
稳定型种群,stable population
最低死亡率,minimum mortality
性比,sex ratio
静态生命表,static life table
规则波动,regular fluctuation
竞争,competition
竞争替代原理,competitive displacement principle
活养寄生物,biotrophic parasite
生态位互补性,niche complementarity
最优觅食理论,optimal foraging theory
大量结实,masting
空间尺度,space scale
单体生物,unitary organism
标记重捕法,mark-recapture method
育雏数,brood size
空间需求,space requirement
自然增长率,rate of natural increase
种群变动轨迹,population trajectory
人工去除,artificial removal
捕食庇护所,predation refuge
生态寿命,ecological longevity
标准最小值法,standard minimum method
生态出生率,ecological natality
放牧系统,grazing system
夹捕法,snap-trap method
诱捕率,trappability
混合种群,mixed population
下降型种群,diminishing population
稳定极限环,stable limit cycle
种群暴发,population eruption
互利共生,mutualism
特化种,specialized species
零增长等值线,zero net growth isoline
扩散前死亡率,predispersal mortality
生命表,life table
净生殖率,net reproduction rate
繁殖成功率,breeding success rate
单调阻尼稳定点,monotonically damped stable point
非密度制约,density independence
种群衰落,population decline
种内攻击,intraspecific aggression
捕食效率,predation efficiency
寡食者,oligophage
生态位,niche
精明捕食者,prudent predator
母体效应,maternal effect
单种种群,single population
渐变混交群,clinodeme
捕食者转换,predator switching
斑块停留时间,patch residence time
定量防卫,quantitative defense
瞬时土壤种子库,transient soil seed bank
种子扩散,seed dispersal
动物散布,synzoochory
诱导防卫,induced defense
增长型种群,expanding population
年龄分布,age distribution
固定年龄分布,stationary age distribution
年龄组,age class
时滞,time lag
自然反应时间,natural response time
多态现象,polymorphism
定居速率,colonization rate
生物入侵,biological invasion
季节波动,seasonal fluctuation
回避捕食者效应,predator avoidance
定居,colonization
毛皮收购记录,pelt record
单位捕捞努力量渔获量,catch per unit fishing effort
区域尺度,regional scale
无性系种群,clonal population
构件,module
源种群,source population
散居相,solitaria phase
自疏,self-thinning
拟寄生物,parasitoid
超寄生物,hyperparasite
捕食补偿,predation compensation
空间异质性,spatial heterogeneity
去除取样法,removal sampling
乔利－塞贝尔法,Jolly-Seber method
扩散前种子捕食,predispersal seed predation
生理寿命,physiological longevity
年龄锥体,age pyramid
存活曲线类型,survivorship curve type
生命期望,life expectance
动态生命表,dynamic life table
迁入,immigration
迁出,emigration
增长率,rate of increase
图解生命表,diagrammatic life table
存活时间,survival time
种群平衡,population equilibrium
种群扩散,population dispersal
种群灭绝,population extinction
迁移,migration
种群持续性,population persistence
逆密度制约因子,inverse densitydependent factor
生殖潜能,reproductive potential
自然调节,natural regulation
负相互作用,negative interaction
种群管理,population management
竞争共存,competitive coexistence
栖息地,habitat
生态位宽度,niche breadth
非相互作用的放牧系统,non-interactive grazing system
地方种群,local population
繁殖群,deme
相对密度,relative density
贝利三次[标记]重捕法,Bailey's triple catch
剪趾法,toe-clipping
瞬时增长率,instantaneous rate of increase
振荡阻尼稳定点,oscillatorily damped stable point
种群过程,population process
种群调节,population regulation
非密度制约因子,density-independent factor
正相互作用,positive interaction
多平衡点,multiple stable point
种内关系,intraspecific relationship
种群限制,population limitation
竞争系数,coefficient of competition
种间竞争,interspecific competition
风险分摊,spreading of risk
放牧促进,grazing facilitation
季节性繁殖,seasonal breeding
生育控制,birth control
汇种群,sink population
鸣叫计数,call count
生物地理学尺度,biogeographical scale
构件种群,modular population
超越,overshoot
内禀增长率,intrinsic rate of increase
种群的平衡密度,equilibrium population density
争夺竞争,scramble competition
定性防卫,qualitative defense
小生境,microhabitat
植物的建筑学结构,architecture of plant
植被异质性,vegetation heterogeneity
植被动态,vegetation dynamics
植物群落数量特征,quantitative phytosociological character
群落的周期性演替,cycling change in community
群落发生演替,succession of syngenesis
旱生演替系列,xerosere
外因[性]演替,exogenetic succession
次生演替,secondary succession
演替,succession
生境内多样性,within-habitat diversity
草本,herb
水平格局,horizontal pattern
镶嵌性,mosaic
郁闭林冠,closed canopy
植被区,vegetation region
植被连续体,vegetation continuum
生物区系,biota
植被地带性,zonation of vegetation
间断分布区,range disjunction
植物区,floral region
带状分布,zonal distribution
荒漠群系,psammoeremion
植被型,vegetation type
群丛,association
土壤群落,edaphic community
陆生草本群落,terrestrial herbaceous community
单顶极学说,monoclimax hypothesis
草原灌丛,steppe scrub
真草原,true steppe
热带稀树草原,savanna
撒哈拉沙漠,Sahara desert
植被图,vegetation map
地带性植被,zonal vegetation
原始林地,virgin woodland
重要值,importance value
对数-正态假说,log-normal hypothesis
群落结构,structure of community
活地被物层,living mulch
演替系列,successional series
地形土壤顶极,topo-edaphic climax
亚群丛,subassociation
短期群落,temporary community
盐生草甸,salt meadow
地带性群落,zonal community
北美高草草原,true prairie
高山湿原,alpine mat
密度比,density ratio
频度定律,frequency law
生产力学说,productivity theory
层次,stratum
灌木,shrub
时间格局,temporal pattern
[演替]顶极群系,climax formation
演替系列顶极[群落],serclimax
偏途演替顶极,disclimax
气候顶极群落,climatic climax
泛顶极,panclimax
潜在顶极,potential climax
荒地群落,wasteland community
次生群落,secondary community
植被区划,vegetation regionalization
非地带性植被,azonal vegetation
高山植被,alpine vegetation
公园疏林,park woodland
冻原植被,tundra vegetation
暂时异步性,temporary asynchrony
个体论学派,individualistic school
草本层,herb layer
物种饱和度,species saturation
种间关联,species association
植物生活型,plant life form
高位芽植物,phanerophyte
斑块性,patchiness
小群落,microcommunity
混交林,mixed forest
平衡说,equilibrium theory
物种均匀度,species evenness
暂时季相,temporary aspect
世纪演替,era succession
原生演替,primary succession
演替动态,successional dynamics
演替系列群丛,associes
先锋种,pioneer species
植被格局,vegetation pattern
纬度地带性,latitudinal zonality
区域性生物区系,regional biota
垂直带,altitudinal zone
植物区系成分,floral element
窄域分布,stenochory
植物群系,plant formation
群系,formation
亚群系,subformation
土壤演替顶极,edaphic climax
顶极[群落],climax
共生,symbiosis
群落分类,community classification
群集度,sociability
投影盖度,projective cover degree
存在度,presence
植被覆盖百分率,percentage of vegetation
α多样性,alpha diversity
群落内多样性,within-community diversity
地上芽植物,chamaephyte
时间尺度,temporal scale
